CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_Name,Unit_Name,Org_Type,Referral_Appointment_Time,Part,Total_referrals,Screening_sample_total,Clinical_indication,Highgrade_mod_severe,Inadequate,Borderline_changes,Mild_dyskaryosis,Moderate_dyskaryosis,Severe_dyskaryosis,Severe_dyskaryosis_Inv,Glandular_neoplasia,Clinical_Urgent,Clinical_Non_Urgent,Other
2023-24,N1,North East and Yorkshire,RR7,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital,Trust,<=2_weeks,A,675.0,not included,43.0,123.0,not included,not included,not included,not included,not included,3.0,5.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RR7,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital,Trust,<=4_weeks,A,1038.0,not included,69.0,126.0,not included,not included,not included,not included,not included,3.0,6.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RCD,Harrogate and District NHS Foundation Trust,Harrogate District Hospital,Trust,Total_cases,A,670.0,not included,164.0,67.0,not included,not included,not included,not included,not included,2.0,2.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RCD,Harrogate and District NHS Foundation Trust,Harrogate District Hospital,Trust,<=2_weeks,A,226.0,not included,76.0,66.0,not included,not included,not included,not included,not included,2.0,2.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RCD,Harrogate and District NHS Foundation Trust,Harrogate District Hospital,Trust,<=4_weeks,A,446.0,not included,108.0,66.0,not included,not included,not included,not included,not included,2.0,2.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RWA,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,Trust,Total_cases,A,2231.0,not included,329.0,229.0,not included,not included,not included,not included,not included,7.0,9.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RWA,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,Trust,<=2_weeks,A,462.0,not included,48.0,219.0,not included,not included,not included,not included,not included,7.0,9.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RWA,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,Trust,<=4_weeks,A,1093.0,not included,98.0,229.0,not included,not included,not included,not included,not included,7.0,9.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RR8,Leeds Teaching Hospitals NHS Trust,St James's University Hospital,Trust,Total_cases,A,3409.0,not included,519.0,411.0,not included,not included,not included,not included,not included,6.0,9.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RR8,Leeds Teaching Hospitals NHS Trust,St James's University Hospital,Trust,<=2_weeks,A,596.0,not included,280.0,280.0,not included,not included,not included,not included,not included,3.0,6.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RR8,Leeds Teaching Hospitals NHS Trust,St James's University Hospital,Trust,<=4_weeks,A,871.0,not included,396.0,407.0,not included,not included,not included,not included,not included,6.0,9.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RR8,Leeds Teaching Hospitals NHS Trust,Wharfedale Hospital,Trust,Total_cases,A,568.0,not included,41.0,7.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RR8,Leeds Teaching Hospitals NHS Trust,Wharfedale Hospital,Trust,<=2_weeks,A,24.0,not included,13.0,4.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RR8,Leeds Teaching Hospitals NHS Trust,Wharfedale Hospital,Trust,<=4_weeks,A,44.0,not included,17.0,7.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,Trust,Total_cases,A,903.0,not included,90.0,132.0,not included,not included,not included,not included,not included,2.0,5.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,Trust,<=2_weeks,A,251.0,not included,79.0,132.0,not included,not included,not included,not included,not included,2.0,5.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,Trust,<=4_weeks,A,277.0,not included,82.0,132.0,not included,not included,not included,not included,not included,2.0,5.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,Trust,Total_cases,A,1442.0,not included,124.0,236.0,not included,not included,not included,not included,not included,4.0,11.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,Trust,<=2_weeks,A,392.0,not included,114.0,236.0,not included,not included,not included,not included,not included,4.0,11.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,Trust,<=4_weeks,A,411.0,not included,116.0,236.0,not included,not included,not included,not included,not included,4.0,11.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of Hartlepool,Trust,Total_cases,A,1149.0,not included,256.0,122.0,not included,not included,not included,not included,not included,3.0,1.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of Hartlepool,Trust,<=2_weeks,A,262.0,not included,77.0,120.0,not included,not included,not included,not included,not included,3.0,1.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of Hartlepool,Trust,<=4_weeks,A,471.0,not included,144.0,122.0,not included,not included,not included,not included,not included,3.0,1.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,Trust,Total_cases,A,588.0,not included,96.0,43.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,Trust,<=2_weeks,A,129.0,not included,53.0,43.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,Trust,<=4_weeks,A,192.0,not included,72.0,43.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Diana Princess of Wales Hospital,Trust,Total_cases,A,1185.0,not included,395.0,113.0,not included,not included,not included,not included,not included,5.0,7.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Diana Princess of Wales Hospital,Trust,<=2_weeks,A,257.0,not included,122.0,106.0,not included,not included,not included,not included,not included,5.0,7.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Diana Princess of Wales Hospital,Trust,<=4_weeks,A,351.0,not included,157.0,113.0,not included,not included,not included,not included,not included,5.0,7.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Goole and District Hospital,Trust,Total_cases,A,121.0,not included,29.0,12.0,not included,not included,not included,not included,not included,0.0,1.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Goole and District Hospital,Trust,<=2_weeks,A,22.0,not included,11.0,9.0,not included,not included,not included,not included,not included,0.0,1.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Goole and District Hospital,Trust,<=4_weeks,A,34.0,not included,13.0,12.0,not included,not included,not included,not included,not included,0.0,1.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Scunthorpe General Hospital,Trust,Total_cases,A,1023.0,not included,355.0,85.0,not included,not included,not included,not included,not included,3.0,3.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Scunthorpe General Hospital,Trust,<=2_weeks,A,194.0,not included,99.0,78.0,not included,not included,not included,not included,not included,2.0,3.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Scunthorpe General Hospital,Trust,<=4_weeks,A,278.0,not included,152.0,84.0,not included,not included,not included,not included,not included,3.0,3.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Trust,Total_cases,A,41.0,not included,0.0,1.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Trust,<=2_weeks,A,3.0,not included,0.0,1.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Trust,<=4_weeks,A,12.0,not included,0.0,1.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Trust,Total_cases,A,724.0,not included,1.0,106.0,not included,not included,not included,not included,not included,1.0,5.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Trust,<=2_weeks,A,156.0,not included,0.0,100.0,not included,not included,not included,not included,not included,1.0,5.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Trust,<=4_weeks,A,361.0,not included,1.0,106.0,not included,not included,not included,not included,not included,1.0,5.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Trust,Total_cases,A,982.0,not included,0.0,110.0,not included,not included,not included,not included,not included,4.0,6.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Trust,<=2_weeks,A,170.0,not included,0.0,107.0,not included,not included,not included,not included,not included,4.0,6.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Trust,<=4_weeks,A,274.0,not included,0.0,110.0,not included,not included,not included,not included,not included,4.0,6.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Jessop Wing,Trust,Total_cases,A,2799.0,not included,1007.0,236.0,not included,not included,not included,not included,not included,8.0,8.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Jessop Wing,Trust,<=2_weeks,A,1208.0,not included,347.0,236.0,not included,not included,not included,not included,not included,8.0,8.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Jessop Wing,Trust,<=4_weeks,A,2367.0,not included,639.0,236.0,not included,not included,not included,not included,not included,8.0,8.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RTR,South Tees Hospitals NHS Foundation Trust,Friarage Hospital,Trust,Total_cases,A,313.0,not included,5.0,30.0,not included,not included,not included,not included,not included,0.0,1.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RTR,South Tees Hospitals NHS Foundation Trust,Friarage Hospital,Trust,<=2_weeks,A,57.0,not included,0.0,30.0,not included,not included,not included,not included,not included,0.0,1.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RTR,South Tees Hospitals NHS Foundation Trust,Friarage Hospital,Trust,<=4_weeks,A,78.0,not included,0.0,30.0,not included,not included,not included,not included,not included,0.0,1.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RTR,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,Trust,Total_cases,A,1206.0,not included,30.0,179.0,not included,not included,not included,not included,not included,3.0,16.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RTR,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,Trust,<=2_weeks,A,343.0,not included,15.0,176.0,not included,not included,not included,not included,not included,3.0,16.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RTR,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,Trust,<=4_weeks,A,457.0,not included,20.0,179.0,not included,not included,not included,not included,not included,3.0,16.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,R0B,South Tyneside and Sunderland NHS Foundation Trust,South Tyneside District Hospital,Trust,Total_cases,A,326.0,not included,66.0,43.0,not included,not included,not included,not included,not included,2.0,5.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,R0B,South Tyneside and Sunderland NHS Foundation Trust,South Tyneside District Hospital,Trust,<=2_weeks,A,72.0,not included,9.0,43.0,not included,not included,not included,not included,not included,2.0,5.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,R0B,South Tyneside and Sunderland NHS Foundation Trust,South Tyneside District Hospital,Trust,<=4_weeks,A,127.0,not included,24.0,43.0,not included,not included,not included,not included,not included,2.0,5.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,R0B,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Trust,Total_cases,A,1340.0,not included,234.0,132.0,not included,not included,not included,not included,not included,2.0,4.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,R0B,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Trust,<=2_weeks,A,201.0,not included,20.0,132.0,not included,not included,not included,not included,not included,2.0,4.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,R0B,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Trust,<=4_weeks,A,338.0,not included,44.0,132.0,not included,not included,not included,not included,not included,2.0,4.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,Trust,Total_cases,A,1006.0,not included,114.0,153.0,not included,not included,not included,not included,not included,4.0,6.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,Trust,<=2_weeks,A,295.0,not included,14.0,153.0,not included,not included,not included,not included,not included,4.0,6.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,Trust,<=4_weeks,A,406.0,not included,32.0,153.0,not included,not included,not included,not included,not included,4.0,6.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RFR,The Rotherham NHS Foundation Trust,Rotherham Hospital,Trust,Total_cases,A,1527.0,not included,564.0,115.0,not included,not included,not included,not included,not included,6.0,9.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RFR,The Rotherham NHS Foundation Trust,Rotherham Hospital,Trust,<=2_weeks,A,589.0,not included,330.0,114.0,not included,not included,not included,not included,not included,6.0,9.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RFR,The Rotherham NHS Foundation Trust,Rotherham Hospital,Trust,<=4_weeks,A,960.0,not included,435.0,115.0,not included,not included,not included,not included,not included,6.0,9.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RCB,York Teaching Hospital NHS Foundation Trust,Bridlington and District Hospital,Trust,Total_cases,A,40.0,not included,0.0,2.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RCB,York Teaching Hospital NHS Foundation Trust,Bridlington and District Hospital,Trust,<=2_weeks,A,12.0,not included,0.0,2.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RCB,York Teaching Hospital NHS Foundation Trust,Bridlington and District Hospital,Trust,<=4_weeks,A,26.0,not included,0.0,2.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RCB,York Teaching Hospital NHS Foundation Trust,Scarborough General Hospital,Trust,Total_cases,A,908.0,not included,19.0,112.0,not included,not included,not included,not included,not included,4.0,6.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RCB,York Teaching Hospital NHS Foundation Trust,Scarborough General Hospital,Trust,<=2_weeks,A,363.0,not included,5.0,109.0,not included,not included,not included,not included,not included,4.0,6.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RCB,York Teaching Hospital NHS Foundation Trust,Scarborough General Hospital,Trust,<=4_weeks,A,602.0,not included,14.0,112.0,not included,not included,not included,not included,not included,4.0,6.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RCB,York Teaching Hospital NHS Foundation Trust,York Hospital,Trust,Total_cases,A,869.0,not included,147.0,82.0,not included,not included,not included,not included,not included,4.0,8.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RCB,York Teaching Hospital NHS Foundation Trust,York Hospital,Trust,<=2_weeks,A,236.0,not included,48.0,80.0,not included,not included,not included,not included,not included,3.0,7.0,not included,not included,not included
2023-24,N1,North East and Yorkshire,RCB,York Teaching Hospital NHS Foundation Trust,York Hospital,Trust,<=4_weeks,A,417.0,not included,93.0,81.0,not included,not included,not included,not included,not included,4.0,8.0,not included,not included,not included
2023-24,N2,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,Trust,Total_cases,A,1636.0,not included,459.0,127.0,not included,not included,not included,not included,not included,2.0,3.0,not included,not included,not included
2023-24,N2,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,Trust,<=2_weeks,A,581.0,not included,364.0,125.0,not included,not included,not included,not included,not included,2.0,3.0,not included,not included,not included
2023-24,N2,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,Trust,<=4_weeks,A,1025.0,not included,408.0,126.0,not included,not included,not included,not included,not included,2.0,3.0,not included,not included,not included
2023-24,N2,North West,RMC,Bolton NHS Foundation Trust,Royal Bolton Hospital,Trust,Total_cases,A,815.0,not included,16.0,101.0,not included,not included,not included,not included,not included,1.0,1.0,not included,not included,not included
2023-24,N2,North West,RMC,Bolton NHS Foundation Trust,Royal Bolton Hospital,Trust,<=2_weeks,A,310.0,not included,8.0,101.0,not included,not included,not included,not included,not included,1.0,1.0,not included,not included,not included
2023-24,N2,North West,RMC,Bolton NHS Foundation Trust,Royal Bolton Hospital,Trust,<=4_weeks,A,714.0,not included,13.0,101.0,not included,not included,not included,not included,not included,1.0,1.0,not included,not included,not included
2023-24,N2,North West,RJR,Countess of Chester Hospital NHS Foundation Trust,Countess of Chester Hospital,Trust,Total_cases,A,1382.0,not included,345.0,97.0,not included,not included,not included,not included,not included,0.0,4.0,not included,not included,not included
2023-24,N2,North West,RJR,Countess of Chester Hospital NHS Foundation Trust,Countess of Chester Hospital,Trust,<=2_weeks,A,55.0,not included,31.0,14.0,not included,not included,not included,not included,not included,0.0,2.0,not included,not included,not included
2023-24,N2,North West,RJR,Countess of Chester Hospital NHS Foundation Trust,Countess of Chester Hospital,Trust,<=4_weeks,A,160.0,not included,96.0,42.0,not included,not included,not included,not included,not included,0.0,2.0,not included,not included,not included
2023-24,N2,North West,RXR,East Lancashire Hospitals NHS Trust,Burnley General Hospital,Trust,Total_cases,A,2058.0,not included,194.0,192.0,not included,not included,not included,not included,not included,1.0,6.0,not included,not included,not included
2023-24,N2,North West,RXR,East Lancashire Hospitals NHS Trust,Burnley General Hospital,Trust,<=2_weeks,A,408.0,not included,74.0,173.0,not included,not included,not included,not included,not included,1.0,6.0,not included,not included,not included
2023-24,N2,North West,RXR,East Lancashire Hospitals NHS Trust,Burnley General Hospital,Trust,<=4_weeks,A,794.0,not included,113.0,192.0,not included,not included,not included,not included,not included,1.0,6.0,not included,not included,not included
2023-24,N2,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital & Chorley and South Ribble District General Hospital,Trust,Total_cases,A,1421.0,not included,127.0,149.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N2,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital & Chorley and South Ribble District General Hospital,Trust,<=2_weeks,A,229.0,not included,25.0,112.0,not included,not included,not included,not included,not included,1.0,2.0,not included,not included,not included
2023-24,N2,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital & Chorley and South Ribble District General Hospital,Trust,<=4_weeks,A,471.0,not included,49.0,133.0,not included,not included,not included,not included,not included,1.0,2.0,not included,not included,not included
2023-24,N2,North West,REP,Liverpool Women's NHS Foundation Trust,Liverpool Women's Hospital,Trust,Total_cases,A,3496.0,not included,1109.0,230.0,not included,not included,not included,not included,not included,1.0,9.0,not included,not included,not included
2023-24,N2,North West,REP,Liverpool Women's NHS Foundation Trust,Liverpool Women's Hospital,Trust,<=2_weeks,A,583.0,not included,337.0,210.0,not included,not included,not included,not included,not included,1.0,8.0,not included,not included,not included
2023-24,N2,North West,REP,Liverpool Women's NHS Foundation Trust,Liverpool Women's Hospital,Trust,<=4_weeks,A,1051.0,not included,478.0,226.0,not included,not included,not included,not included,not included,1.0,9.0,not included,not included,not included
2023-24,N2,North West,REP,Liverpool Women's NHS Foundation Trust,University Hospital Aintree,Trust,Total_cases,A,1632.0,not included,780.0,91.0,not included,not included,not included,not included,not included,0.0,4.0,not included,not included,not included
2023-24,N2,North West,REP,Liverpool Women's NHS Foundation Trust,University Hospital Aintree,Trust,<=2_weeks,A,246.0,not included,138.0,85.0,not included,not included,not included,not included,not included,0.0,3.0,not included,not included,not included
2023-24,N2,North West,REP,Liverpool Women's NHS Foundation Trust,University Hospital Aintree,Trust,<=4_weeks,A,510.0,not included,211.0,90.0,not included,not included,not included,not included,not included,0.0,4.0,not included,not included,not included
2023-24,N2,North West,R0A,Manchester University NHS Foundation Trust,North Manchester General Hospital,Trust,Total_cases,A,950.0,not included,213.0,96.0,not included,not included,not included,not included,not included,2.0,3.0,not included,not included,not included
2023-24,N2,North West,R0A,Manchester University NHS Foundation Trust,North Manchester General Hospital,Trust,<=2_weeks,A,201.0,not included,44.0,76.0,not included,not included,not included,not included,not included,1.0,2.0,not included,not included,not included
2023-24,N2,North West,R0A,Manchester University NHS Foundation Trust,North Manchester General Hospital,Trust,<=4_weeks,A,399.0,not included,73.0,92.0,not included,not included,not included,not included,not included,2.0,2.0,not included,not included,not included
2023-24,N2,North West,R0A,Manchester University NHS Foundation Trust,Saint Mary's Hospital,Trust,Total_cases,A,2909.0,not included,660.0,227.0,not included,not included,not included,not included,not included,3.0,10.0,not included,not included,not included
2023-24,N2,North West,R0A,Manchester University NHS Foundation Trust,Saint Mary's Hospital,Trust,<=2_weeks,A,572.0,not included,211.0,225.0,not included,not included,not included,not included,not included,3.0,10.0,not included,not included,not included
2023-24,N2,North West,R0A,Manchester University NHS Foundation Trust,Saint Mary's Hospital,Trust,<=4_weeks,A,939.0,not included,295.0,226.0,not included,not included,not included,not included,not included,3.0,10.0,not included,not included,not included
2023-24,N2,North West,RBT,Mid Cheshire Hospitals NHS Foundation Trust,Leighton Hospital,Trust,Total_cases,A,1153.0,not included,160.0,121.0,not included,not included,not included,not included,not included,2.0,7.0,not included,not included,not included
2023-24,N2,North West,RBT,Mid Cheshire Hospitals NHS Foundation Trust,Leighton Hospital,Trust,<=2_weeks,A,261.0,not included,55.0,119.0,not included,not included,not included,not included,not included,2.0,6.0,not included,not included,not included
2023-24,N2,North West,RBT,Mid Cheshire Hospitals NHS Foundation Trust,Leighton Hospital,Trust,<=4_weeks,A,442.0,not included,85.0,121.0,not included,not included,not included,not included,not included,2.0,7.0,not included,not included,not included
2023-24,N2,North West,RNN,North Cumbria Integrated Care NHS Foundation Trust,Cumberland Infirmary,Trust,Total_cases,A,1253.0,not included,368.0,88.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N2,North West,RNN,North Cumbria Integrated Care NHS Foundation Trust,Cumberland Infirmary,Trust,<=2_weeks,A,473.0,not included,205.0,87.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N2,North West,RNN,North Cumbria Integrated Care NHS Foundation Trust,Cumberland Infirmary,Trust,<=4_weeks,A,901.0,not included,330.0,88.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N2,North West,RNN,North Cumbria Integrated Care NHS Foundation Trust,West Cumberland Hospital,Trust,Total_cases,A,228.0,not included,38.0,18.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N2,North West,RNN,North Cumbria Integrated Care NHS Foundation Trust,West Cumberland Hospital,Trust,<=2_weeks,A,56.0,not included,16.0,18.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N2,North West,RNN,North Cumbria Integrated Care NHS Foundation Trust,West Cumberland Hospital,Trust,<=4_weeks,A,107.0,not included,21.0,18.0,not included,not included,not included,not included,not included,0.0,0.0,not included,not included,not included
2023-24,N2,North West,RM3,Northern Care Alliance NHS Foundation Trust,Fairfield General Hospital,Trust,Total_cases,A,1065.0,not included,40.0,114.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N2,North West,RM3,Northern Care Alliance NHS Foundation Trust,Fairfield General Hospital,Trust,<=2_weeks,A,182.0,not included,20.0,109.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N2,North West,RM3,Northern Care Alliance NHS Foundation Trust,Fairfield General Hospital,Trust,<=4_weeks,A,368.0,not included,27.0,113.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N2,North West,RM3,Northern Care Alliance NHS Foundation Trust,Royal Oldham Hospital,Trust,Total_cases,A,1661.0,not included,572.0,134.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N2,North West,RM3,Northern Care Alliance NHS Foundation Trust,Royal Oldham Hospital,Trust,<=2_weeks,A,453.0,not included,197.0,130.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N2,North West,RM3,Northern Care Alliance NHS Foundation Trust,Royal Oldham Hospital,Trust,<=4_weeks,A,849.0,not included,336.0,134.0,not included,not included,not included,not included,not included,1.0,3.0,not included,not included,not included
2023-24,N2,North West,RM3,Northern Care Alliance NHS Foundation Trust,Salford Royal Hospital,Trust,Total_cases,A,1199.0,not included,114.0,139.0,not included,not included,not included,not included,not included,1.0,6.0,not included,not included,not included
2023-24,N2,North West,RM3,Northern Care Alliance NHS Foundation Trust,Salford Royal Hospital,Trust,<=2_weeks,A,338.0,not included,67.0,135.0,not included,not included,not included,not included,not included,1.0,6.0,not included,not included,not included
2023-24,N2,North West,RM3,Northern Care Alliance NHS Foundation Trust,Salford Royal Hospital,Trust,<=4_weeks,A,550.0,not included,92.0,137.0,not included,not included,not included,not included,not included,1.0,6.0,not included,not included,not included
2023-24,N2,North West,RVY,Southport and Ormskirk Hospital NHS Trust,"Southport, Formby and Ormskirk District General Hospitals",Trust,Total_cases,A,1366.0,not included,600.0,79.0,not included,not included,not included,not included,not included,0.0,1.0,not included,not included,not included
2023-24,N2,North West,RVY,Southport and Ormskirk Hospital NHS Trust,"Southport, Formby and Ormskirk District General Hospitals",Trust,<=2_weeks,A,631.0,not included,362.0,77.0,not included,not included,not included,not included,not included,0.0,1.0,not included,not included,not included
2023-24,N2,North West,RVY,Southport and Ormskirk Hospital NHS Trust,"Southport, Formby and Ormskirk District General Hospitals",Trust,<=4_weeks,A,961.0,not included,478.0,79.0,not included,not included,not included,not included,not included,0.0,1.0,not included,not included,not included
